"s_suppkey","s_nationkey","s_comment","s_name","s_address","s_phone","s_acctbal"
5673,0,quickly even pinto beans use daringly accounts. ironic even requests sleep quickly. theodol,Supplier#000005673,kHasKWAqHMFBBA2Lr4ZLMlS,"445-461-5694",1524.9200
5674,3,fluffily regular dolphins inte,Supplier#000005674,"I1o84eY SmdWZ1UoG v3aaI1PaXElpQ0,4","329-329-8834",4794.2300
5675,14,ironic dependencies use carefully even accounts. blithely express deposits are across the f,Supplier#000005675,hLCovjiL05yD,"254-609-7225",9554.8400
5676,14,pending deposits are bold accounts. bold accounts across the slyly ironic asymptotes integrat,Supplier#000005676,"65qSXusS,9tK","922-921-4735",4005.4500
5677,18,quickly silent patterns are blithely across the evenly pending instructions. final even sheaves aga,Supplier#000005677,"K8PjstI, eIYCOgL1iiKWX72WD4U3","199-928-3004",-199.5700
5678,19,carefully express foxes are silent regular foxes. ironic reques,Supplier#000005678,kvmOZxDa4DcSrsSjKI1nA,"100-949-1592",-199.2300
5679,23,regular regular packages alongside of the express requests haggle fu,Supplier#000005679,qZ3z2jYibmIded1DWvCUvtCUW,"779-546-9598",2406.9800
5680,8,furiously silent accounts kindle fluffily along the bravely unusual,Supplier#000005680,EJ5yAiaSty,"572-203-5917",3388.0500
5681,1,stealthily unusual deposits sleep furi,Supplier#000005681,"3WsB58FaFo9ceE9812qrnn4m0sPavH8GM","471-883-5865",6817.3200
5682,13,bold unusual requests sleep furiously. deposits cajole? ironi,Supplier#000005682,"7KA9NIAzpQXEtaXDO,rY10B0yP5myElMm","294-124-5918",2565.9600
5683,0,slyly express deposits boost carefully daring theodolites. packages are according to the furi,Supplier#000005683,pZFr5nJCuSdmpbpuEE1RDMVvymXt1vI,"666-155-5921",787.3300
5684,13,express pinto beans try to serve slyly against the pending foxe,Supplier#000005684,"CJgJodQ4M0U5Z,YgKfJYiboLG","494-129-3938",4689.7900
5685,14,Tiresias haggle around the quickly express pinto beans. furiously ironic instructions sleep sly,Supplier#000005685,l3blRUwsjm,"658-555-3260",3801.9300
5686,12,ironic asymptotes are regular dolphins. slyly pending foxes across the furio,Supplier#000005686,PyC3gnpkpmqVpDdrBuqBJDoUsJ3nR,"536-586-5095",8088.6700
5687,10,carefully ironic instructions sleep slyly after the sly pinto,Supplier#000005687,PnDi2lez1wNqeMA7tqcoTX,"870-207-1073",3560.7800
5688,19,regular packages sleep thinly furiously,Supplier#000005688,OGZrTHQNV0 ifCq1KPHBGd,"251-671-5832",8334.4400
5689,9,ideas integrate across the unusual ideas. final final ,Supplier#000005689,"iu9rxano9Gorc 9BqV 9,61TxZ","977-864-7856",4282.6300
5690,21,furiously regular packages sleep furiously across the pending unusual ideas. furiously spe,Supplier#000005690,E6v8RjCq3LL3Y,"638-745-5987",5482.6100
5691,11,slyly bold forges wake blithely above the final pinto beans. slyly final theodolites boost carefull,Supplier#000005691,"50T6unCJaysvoUSOlH8oZuZU","346-166-6969",8022.7600
5692,22,ironic foxes wake ruthlessly alongside of the fluffily unusual foxes. slyly fin,Supplier#000005692,"9rV,goB8Qn1tiM2","369-321-6603",6710.3400
5693,24,carefully pending deposits sleep slyl,Supplier#000005693,"wnHaGUy,5Q1nU M","415-720-4277",1526.4300
5694,12,fluffy ironic requests integrate carefully according to the regular expres,Supplier#000005694,WHXd8DIJsUH9ym7geYFcuwV WEzCcGJLxD Me,"166-212-6461",2755.8700
5695,14,furiously final somas among the bold close deposits sleep furiously across the quickly express package,Supplier#000005695,Sfxpj k8WolloZvWdUs5dZ8AR,"562-874-5002",2488.4300
5696,5,carefully even pinto beans a,Supplier#000005696,"c6n9TpKt,ni3zwksPb2WeFSGd7C8","802-889-2986",634.9400
5697,21,pending dolphins nag quickly fluffily silent asymptotes. carefully regular ,Supplier#000005697,In12qn6AzEL,"881-581-4757",1549.6600
5698,15,idly final dependencies along the unusual instructions sleep slyly against the furiously,Supplier#000005698,"Y,0ZRz4wtxRdRf,T3iBJtoa0LUxu5Y1sANOD","847-729-3225",2990.9500
5699,7,blithely express deposits cajole carefully about the regular even deposits. blit,Supplier#000005699,TL64cIwAmMa2jk8wLlV2F9ACLl0xlt04HkgSE,"742-285-8114",6796.0800
5700,13,regular final asymptotes run furiously final accounts. blithely,Supplier#000005700,PHJ9x7qBN5Vxxq2OvLT0gpvkAxSX4bfLnvFP,"806-388-5213",3354.6400
5701,23,packages along the slyly regular requests sublate quickl,Supplier#000005701,"8XYGxPKGQ2tOywM","920-329-4496",3709.3100
5702,20,carefully even requests against the ruthless pending packages wake quickly f,Supplier#000005702,bNo5qrpORi9SrSXigKzTLX2IB,"766-309-9908",562.7000
5703,22,final bold requests nag slyly regular unusual ,Supplier#000005703,pDwt31JrwKB,"519-366-4367",5149.7500
5704,21,pending pinto beans boost furiously about the quickly silent instructions. fluffily regular r,Supplier#000005704,W1O8iqKGimULhZarJ8WQI,"967-335-1111",7489.9500
5705,19,blithely express accounts haggle according to the ironic instructions. quickly,Supplier#000005705,acgcunbUeWu3smoXIcgGv1tW7a0VZFKP,"154-107-3623",5190.6100
5706,12,slyly silent dependencies cajole ruthlessly along the regular unusual theodolites. regular p,Supplier#000005706,LPr9FrbDm7FpvFB,"209-197-5290",3536.1800
5707,23,furiously bold foxes haggle carefully across the regularly regular acco,Supplier#000005707,jJPTnrc4uLnkUgqcES,"440-451-7776",1057.4500
5708,12,blithely even orbits wake furiously unusual instructions. bold silent requests ,Supplier#000005708,"7tyoS2ciLvRlGH4R1AF1R72d,H0","793-578-4580",6350.3700
5709,22,final excuses along the fluffily ironic deposits haggle re,Supplier#000005709,B0QsAC4SPlUMwWSiGzybDnQ DrL4MZb,"176-738-5743",7791.3700
5710,6,final pinto beans breach slyly against the carefully ironic deposits. alw,Supplier#000005710,QjV9zLnBr2gvI1GgESzHNtQYTi,"294-240-3402",8844.5700
5711,12,silently bold packages among the furiously regular accounts use furiously,Supplier#000005711,"14OWCngX6UidVtOxLl1VQ2c81tOhDMs8 yQqJK","939-735-7719",-994.3500
5712,11,furiously special attainments play alongside of the quickly express requests. blithely regular tith,Supplier#000005712,FFRIhYObJSzqz sgTtnZYYZ29TRp,"425-669-1632",2367.3200
5713,15,furiously final platelets thrash fluff,Supplier#000005713,pIFWYdQ3lGH24u,"641-585-4017",1112.1500
5714,6,furiously special accounts doze quickly carefully express packages. careful,Supplier#000005714,cATUtA8g3KLnrQ3HUZjUwcQPZoFGkE7W,"304-158-2260",86.8700
5715,1,unusual furious pinto beans use furiously stealthy gifts.,Supplier#000005715,"IDKP,mphzEdySAnm0fLfSaHJUXB,21g1HUlg7H","210-745-6113",-625.3500
5716,14,unusual deposits boost quickly. slyly ironic deposits accordin,Supplier#000005716,"7DZxvSy6Pi","998-413-4002",9535.6200
5717,8,carefully special ideas cajole carefully. bold packages nag along the fin,Supplier#000005717,ACECepXpcNNN,"468-704-1422",3352.1000
5718,0,regular even packages accordin,Supplier#000005718,VeidDHuE5gpZJ7KImpZotL,"682-578-3939",8946.3100
5719,2,regular ironic packages ab,Supplier#000005719,"1zCyxBOcmNIiCyPaetH,C0G6Jr8eRd","920-874-3764",8937.1100
5720,19,packages detect slyly regular sauternes. furiously even deposits across the blithely,Supplier#000005720,Ni4IghlRBMFJGximjUeqy,"415-832-2486",7525.2200
5721,6,boldly even packages after the slyly permanent packages unwi,Supplier#000005721,"ppmMEJUa1kqrrdZFe7pi9 8Q,","220-765-1520",5746.1200
5722,4,furiously even requests kindle blithely. carefully regular requests above th,Supplier#000005722,E53F67gd6fysG29w8qKSvizTSGVGusYH9XUlsy,"895-763-7902",9274.6000
5723,14,quickly ironic packages nag furiously about,Supplier#000005723,M83Nss0xgg3EIXaf5Wpw8qmBtpPf0aW1Wcs,"272-246-9428",561.7700
5724,24,final requests nag quickly regular attainments. furiously quick forges against the furiou,Supplier#000005724,"sg3x,JZtN6PaJOx VmCrFBe2iW7RW 8vit7l6D","479-870-8640",3991.0200
5725,17,pending requests integrate after the carefully even requests. slyly unusual packages boost b,Supplier#000005725,UAaWA jzI0Hp1BOuCIXeWWjitw519V0V,"112-618-4182",3805.8200
5726,14,fluffily regular theodolites along the fox,Supplier#000005726,"768zQA6k61QIme4 Ap6qKn0wWvCs","982-428-9469",6819.3200
5727,7,final somas alongside of the final foxes hinder boldly r,Supplier#000005727,"3v4CO17 iGy19PfxN5rMw8 vk0rAJGN078wE","494-864-5648",6691.8200
5728,18,slyly ironic packages along the ironic pending asymptotes are along the blith,Supplier#000005728,M6m9rJJjAIlC5S,"465-618-3849",1285.2600
5729,8,finally regular asymptotes haggle furiously blithely ironic packages. regular packages u,Supplier#000005729,"8Zjoaev77FVHnJQmmq8LlxwPXlWz3Z7","197-743-6586",3078.6500
5730,0,final accounts use fluffily carefully dogged asymptotes. furiously ironic accounts run carefully ex,Supplier#000005730,gDNSbMCMWzGMEmaNDio,"812-106-9201",7445.5000
5731,18,blithely bold packages above,Supplier#000005731,Sq0US9mNO8Oj aSFGLY669Jl7buHxWPPq,"503-613-9738",4690.1500
5732,2,blithely silent frets wake,Supplier#000005732,"K1QbGTKs,oJT0RE6n,67220Okg0kfcPr","526-217-9558",9514.3600
5733,12,slyly special packages hinder. final unusua,Supplier#000005733,"7N7MhGJmB0NS9aX24DDvt6OfK99oydkkoXKzb","493-657-7316",118.0200
5734,16,carefully regular deposits after the furiously final asymptotes are enticingly caref,Supplier#000005734,"hyfIAX9Z9AF mEq4k8V3Vd,,ME0eYioaFJ5qvo0","531-826-7751",2789.9900
5735,9,bold instructions affix daringly. even pending requests sleep alongside of the car,Supplier#000005735,E7t0pMOqh3SMF9Y,"223-542-7379",-652.6300
5736,15,blithely ironic dependencies above the,Supplier#000005736,"IwjETAHP,wpnQXjidiAo3m8N","861-533-9344",5683.7500
5737,17,carefully special orbits haggle even requests. carefully ironic deposits haggle carefully.,Supplier#000005737,T49gXMZw5GEiU,"238-367-6950",4985.8500
5738,1,carefully even excuses sleep carefully regular packages; special theodolites sleep fluffily f,Supplier#000005738,"8OdflVRIRocU5T2vudDqk,omq3","956-976-4140",546.4800
5739,7,excuses cajole furiously. never regular deposits h,Supplier#000005739,m8VeUPWnFyUcAfd0S9d F1AozaH,"771-740-3540",837.3700
5740,13,quickly unusual pinto beans are quickly. slyly regula,Supplier#000005740,DejhzbmfIdebrmyQm,"661-737-3667",3886.0000
5741,7,slyly special dugouts serve. dependencies x-ray carefully. care,Supplier#000005741,GOY2eVbk Hs,"442-808-4685",1268.7800
5742,10,regular accounts haggle furiously carefully express requests. fur,Supplier#000005742,"1aDqUBjMgg,sJF60","661-547-4732",9677.6600
5743,12,sauternes across the carefully ironic dolphins haggl,Supplier#000005743,dKmTLgYQ3IvH1Mnv6dAHCopsH5c7ec3RmflvoF,"202-493-4108",4907.6400
5744,14,special ideas above the busily dogged excuses are according to the ironically regular ideas. slyly,Supplier#000005744,bxMtG2fD3mUUHbdzer qg1oQH37KCAgL la,"148-152-2864",409.0800
5745,12,unusual regular forges at the blithely fluffy foxes sleep slyly fur,Supplier#000005745,"p0Sv8Qnhh,mMmjkfLVDnBvThGxs","609-389-4255",8290.1700
5746,14,fluffily final asymptotes haggle,Supplier#000005746,"78rR3p8LVy4s4Y68n,yMKAtdxYQ 4","919-792-8115",3786.3300
5747,9,ironic foxes cajole quickly blithely bold waters. quic,Supplier#000005747,"k7TL,2OQau8Si51gV","941-883-4909",5986.9100
5748,20,regular requests throughout the regular dolphins boost slyly regular accounts. ,Supplier#000005748,gagOvkQ9XuXR4fvDPp3lp0RC1 UUt,"177-467-2871",5614.0800
5749,1,blithely pending requests along the furiously special theodolites sleep furiously ,Supplier#000005749,zSL2oos4vW7,"229-362-3565",5419.7100
5750,4,special asymptotes cajole among the special deposi,Supplier#000005750,SlYG0aEdpWQs0Xa0kGa vKVPcG7RN,"481-670-4033",2552.7700
5751,10,instructions cajole. theodolites engage quickly-- slyly regular requests cajo,Supplier#000005751,"jUXfkKdX,eJLLBp3Gy7","171-897-8257",2185.1800
5752,2,furiously bold courts hagg,Supplier#000005752,csnQru9FteiKNnHVYvRkXB,"599-708-4377",6838.8200
5753,3,evenly final patterns maintain furiously! accounts are quic,Supplier#000005753,ueh16mpgOuwh5XmEXy,"790-120-2040",1755.6900
5754,4,regular excuses cajole quickly after the carefully ironic m,Supplier#000005754,aJzH0cwPH3qHHgWKeM49Qq2nzTo3CS5p84,"363-944-1056",9944.6500
5755,23,carefully express pinto beans nag slyly requests. blithely silent foxes play ,Supplier#000005755,Cn f1LH9Tgwb0kKr7xUx,"157-100-8862",9815.2100
5756,6,slyly even requests are carefully. blithely pending multipliers wa,Supplier#000005756,"KXdk902,EnVDceX0jsbCPLNF1qy5HuM0uk uJS","820-628-6773",4620.4500
5757,6,furiously ironic dolphins of the bold bl,Supplier#000005757,dCoblCyhFXdpQgId,"332-232-4853",1904.7500
5758,0,dependencies haggle carefully ironic packages. blithe special packages hinder furio,Supplier#000005758, TD7ZBBCmI1WQ8E0p8PSkYt g1JxtGDs6,"166-603-4608",7233.3100
5759,20,quickly final foxes wake according t,Supplier#000005759,"YWyuqYOPy0,xsCi90 rPy7k","472-418-2216",4667.9700
5760,13,regular permanent foxes wake furiously alongside of the furiousl,Supplier#000005760, azo0wlJIfbTX7cbr8yBit3ciEkq4GMG,"665-749-4155",977.5500
5761,19,slyly even foxes wake quickly. final ironic accounts sleep pendi,Supplier#000005761,"5tTn2QVMoLULCDHvweRBZjW3RoR7AS2BU 6nBNM","695-857-4600",4890.0700
5762,15,careful ideas haggle quickly ,Supplier#000005762,lPdo37C308Y3ZBAtcQHFkJ,"734-447-2805",325.3800
5763,22,blithely express packages haggle. special packag,Supplier#000005763,zcVa8t8OoRi1,"621-673-2452",6212.6600
5764,0,regular asymptotes affix regular express requests. slyly bold deposits eat fluffily,Supplier#000005764,UUI2JXQSDbUSwZgEM5Nenknb,"823-342-5285",9210.5100
5765,10,quickly regular waters nag carefully carefully even pinto beans,Supplier#000005765,SvxKahK5o XQ43OLAM1t8zI1FltDP,"686-913-4909",8549.3100
5766,18,special pinto beans are. carefully special excuses affix carefully according to the sl,Supplier#000005766,"neer1zUg,b168onFGsyz2ugZ","972-279-5657",7817.1400
5767,5,furiously special packages sublate furiously. enticingl,Supplier#000005767,nwBhcur8QQPuwotcsgaJee2I,"867-400-4735",1845.9700
5768,18,deposits wake accounts. even ,Supplier#000005768,BKMYSP0SiJwgjahnScIGP0OGGNZ,"902-406-3320",9663.6100
5769,8,carefully regular deposits cajole. ,Supplier#000005769,AfG3Jj8 bhCA,"362-771-2677",9634.2300
5770,24,carefully ironic deposits are. carefully ironic deposits according to the quickly express deposits sle,Supplier#000005770,pVurB4pKY3vc2Y2KtnDd0lW,"509-318-9739",6599.2700
5771,19,regular regular packages nag furiously. deposits ,Supplier#000005771,"23tXRIH0PJ4bD0KK787hcqRt6yU","733-987-5935",5438.4100
5772,12,furiously final accounts dazzle around the quickly regular foxes. furio,Supplier#000005772,auXj5YTQ7Au3w4sbjUD5BAD7,"208-772-8859",9811.2400
5773,16,final regular theodolites alongside of the regular regular deposits nag according to the slyly bold ,Supplier#000005773,"YLXMceqiCPguXUuhOq5,2c1HmLzdsEgJk,","484-847-2983",1475.2600
5774,21,pinto beans detect slyly. slyly even requests believe blithely. furiou,Supplier#000005774,E5vHI0rDKnz7NSi5WsK7kSKQbUBkw6gBA,"720-415-2403",783.8700
5775,3,quickly express instructions haggle. pending ,Supplier#000005775,xk9SAuLkqjbD8kuyGRvk,"751-398-1277",3245.8400
5776,20,slyly ironic pinto beans are carefully requests. packages boost blithely bl,Supplier#000005776,wfVze8DzB5HmsP8tCS01T5FH6AZzUx,"296-246-9080",3250.6700
5777,18,bold foxes wake around the dependencies. special packages d,Supplier#000005777,AzemXqJjDLzOawg,"237-370-5728",4247.9800
5778,14,furiously regular requests detect slyly. furiously even excuses boost across the furiously ironic a,Supplier#000005778,"2QS9f1VBO7qJFkYjmtvYjaQN37FZO","892-567-8368",3031.6300
5779,18,carefully final deposits according to,Supplier#000005779,"0ejAcgVwew03X9P,SrQTg aGCcO3M","375-740-6473",-343.4400
5780,4,carefully unusual accounts hang along the slyly express brai,Supplier#000005780,r51wayjVawoJMNzN7v,"930-622-7568",4088.2900
5781,7,furiously pending pains over the regular ,Supplier#000005781,"3XEYeiFYQZ","111-734-1668",6179.8700
5782,4,slyly final instructions haggle. bold accounts nag quickly ironic pains,Supplier#000005782,"6bm2l2V7z0PavxAD,","671-988-4683",2908.3400
5783,18,quickly express deposits boost,Supplier#000005783,S4T9h4tMQahZW1jS3SZwit,"711-277-6983",-312.0800
5784,9,regular ironic theodolites detect fluffily above the blithely express ,Supplier#000005784,"nZrwih,zICGd2WEDAbW4m2","806-483-4181",6778.9800
5785,23,daring foxes use. bold packages hang never deposits-- furiously special pinto beans promise regularly ,Supplier#000005785,IFIJg6qtrE5jFY7DI7S,"312-157-8709",4822.3300
5786,6,slyly unusual escapades cajole. blithely even requests snooze. unusual platelets nag. quickly reg,Supplier#000005786,"hcB2RVz,JYEXT2s4VUANasW0o5Jb6M","158-903-7867",3344.4600
5787,0,slyly ironic asymptotes cajole slyly alongside of ,Supplier#000005787,QlBrfBwl i,"780-918-7917",6808.9200
5788,4,even asymptotes sleep according to the ironic ironic instructions. final asymptotes are bli,Supplier#000005788,qMgxumktk2j74ZGBkdofVc7xJFKx4wmVP2az,"324-967-1855",3261.9300
5789,24,ideas among the slyly idle deposits wake slyly bold packages. ironi,Supplier#000005789,bXmIGY1BDualqQMYX8qri4A0k,"868-934-5049",6659.1900
5790,22,slyly ironic accounts wake bravely above the special foxes. fluffily even warthogs wake furiou,Supplier#000005790,"5 qrv,S8YsQ9,pAUtjKkT7AraXtUoy IyR2aNzI9","234-722-3168",7146.3500
5791,24,unusual foxes along the fluffi,Supplier#000005791,pWPCzZ Iqzg8,"309-224-6720",5702.6600
5792,16,final deposits maintain asymptot,Supplier#000005792,TTyJ6bCdsljmwncjXo93c,"159-469-5907",4561.9100
5793,18,furiously even accounts sleep fluffil,Supplier#000005793,"R4kVeyW,n2rvFbEAei4grVIBOMqf5Ivl","819-778-4726",7024.7900
5794,22,theodolites cajole slyly. final accounts solve quickly. blithely regular pinto beans dazzle slyly at ,Supplier#000005794,F6IuqFpBhE,"420-876-5961",3003.5000
5795,9,regular ironic accounts haggle blithely express gifts-- regular dependenc,Supplier#000005795,"CTMBFX5lG8OxunKkv,H58ofDHX","193-832-2076",6670.3600
5796,6,regular packages detect bold packages? pending accounts about the quickly regu,Supplier#000005796,GtV6IM 7E IgzHl N ttNIgdqnm9T9s2N,"202-502-9821",9666.0000
5797,7,pending deposits detect. quickly pending dependencies,Supplier#000005797,TFBQPBpo2KwgKQhPt5b,"134-715-7898",9288.1400
5798,18,bold unusual warthogs around the n,Supplier#000005798,cqHm224moWA3b0muT3XDBsrhg0LuAUyGDD2gQfc,"115-631-5883",1924.3300
5799,16,regular ideas haggle carefully against the furiously,Supplier#000005799,"8D74RPlUPHiue3ZPCz,a","689-225-8762",1394.3500
5800,14,bold bold accounts are blithely a,Supplier#000005800,b3BJLZJ4HwjjSkf4t4hxZxwLZ0n8Eh3q9Ui2 Fl,"566-434-6572",1088.5400
5801,17,quickly even deposits cajole carefully alongside of the carefully regular ,Supplier#000005801,"fou9gjpNaI,wx0G41e6UL4y6wa7HfzvcDOs","787-803-1965",5701.0700
